SNR_dB,mc_idx,iter_idx,L_val
5.00,2,28,640.6640469
5.00,2,29,639.5772073
5.00,2,30,639.057802
5.00,2,31,637.8424357
5.00,2,32,637.5474075
5.00,2,33,636.1611683
5.00,2,34,636.1484719
5.00,2,35,634.5367629
5.00,2,36,633.6728654
5.00,2,37,633.0025609
5.00,2,38,632.0443157
5.00,2,39,631.5614701
5.00,2,40,630.4673826
5.00,2,41,630.2386906
5.00,2,42,628.9496164
5.00,2,43,628.178551
5.00,2,44,627.48601
5.00,2,45,626.6406285
5.00,2,46,626.0963241
5.00,2,47,625.1448592
5.00,2,48,624.7972322
5.00,2,49,623.6956043
5.00,2,50,623.6122595
5.00,2,51,622.2992415
5.00,2,52,621.5645119
5.00,2,53,620.9866628
5.00,2,54,620.1561526
5.00,2,55,619.7735195
5.00,2,56,618.7973234
5.00,2,57,618.6988423
5.00,2,58,617.5009889
5.00,2,59,616.7927047
5.00,2,60,616.2690635
5.00,2,61,615.4613793
5.00,2,62,615.1332625
5.00,2,63,614.1755131
5.00,2,64,614.1292305
5.00,2,65,612.9458693
5.00,2,66,612.2757727
5.00,2,67,611.8098445
5.00,2,68,611.0266917
5.00,2,69,610.8006167
5.00,2,70,609.8349006
5.00,2,71,609.2224633
5.00,2,72,608.7099069
5.00,2,73,608.0046961
5.00,2,74,607.6881663
5.00,2,75,606.8335052
5.00,2,76,606.8196572
5.00,2,77,605.7250592
5.00,2,78,605.0976595
5.00,2,79,604.7269106
5.00,2,80,603.9664419
5.00,2,81,603.8963005
5.00,2,82,602.9073006
5.00,2,83,602.2973434
5.00,2,84,601.9429636
5.00,2,85,601.1997145
5.00,2,86,601.139014
5.00,2,87,600.1678592
5.00,2,88,599.5892746
5.00,2,89,599.2556216
5.00,2,90,598.5383947
5.00,2,91,598.0350483
5.00,2,92,597.561826
5.00,2,93,596.9700224
5.00,2,94,596.712839
5.00,2,95,595.9600879
5.00,2,96,595.4611011
5.00,2,97,595.0491162
5.00,2,98,594.4442898
5.00,2,99,594.3127211
5.00,2,100,593.5043581
5.00,2,101,592.9709589
5.00,2,102,592.6859779
5.00,2,103,592.0053194
5.00,2,104,591.5375008
5.00,2,105,591.1433508
5.00,2,106,590.5699263
5.00,2,107,590.0878348
5.00,2,108,589.8328987
5.00,2,109,589.5307608
5.00,2,110,588.8798362
5.00,2,111,588.7663083
5.00,2,112,588.5789586
5.00,2,113,588.1112904
5.00,2,114,586.4845281
5.00,2,115,585.589384
5.00,2,116,585.046551
5.00,2,117,584.6270301
5.00,2,118,584.2580542
5.00,2,119,583.9554222
5.00,2,120,583.780493
5.00,2,121,583.6740955
5.00,2,122,583.6518889
5.00,2,123,583.3192327
5.00,2,124,583.3155936
5.00,2,125,583.2615067
5.00,2,126,583.2384612
5.00,2,127,583.0840977
5.00,2,128,582.632329
5.00,2,129,577.8391393
5.00,2,130,577.464023
5.00,2,131,577.1512145
5.00,2,132,576.6658691
5.00,2,133,576.2749302
5.00,2,134,576.0376453
5.00,2,135,575.467814
5.00,2,136,575.4265729
5.00,2,137,575.0258704
5.00,2,138,574.9965263
5.00,2,139,574.9334238
5.00,2,140,574.9131552
5.00,2,141,574.8813947
5.00,2,142,574.8661631
5.00,2,143,574.8138817
5.00,2,144,574.7989032
5.00,2,145,574.7724526
5.00,2,146,574.761672
5.00,2,147,574.7164741
5.00,2,148,574.7034483
5.00,2,149,574.6802038
5.00,2,150,574.669687
5.00,2,151,574.6294938
5.00,2,152,574.6169384
5.00,2,153,574.5958009
5.00,2,154,574.5838653
5.00,2,155,574.5474456
5.00,2,156,574.5347332
5.00,2,157,574.5150984
5.00,2,158,574.501182
5.00,2,159,574.4677526
5.00,2,160,574.454644
5.00,2,161,574.2650655
5.00,2,162,572.4545184
5.00,2,163,571.8079174
5.00,2,164,571.8049982
5.00,2,165,571.7622757
5.00,2,166,571.7472961
5.00,2,167,571.7233318
5.00,2,168,571.7134727
5.00,2,169,571.6700956
5.00,2,170,571.6588558
5.00,2,171,571.6350611
5.00,2,172,571.6328899
5.00,2,173,571.587129
5.00,2,174,571.5783461
5.00,2,175,571.5537116
5.00,2,176,571.5385183
5.00,2,177,571.5327229
5.00,2,178,571.5048876
5.00,2,179,571.402495
5.00,2,180,570.2153817
5.00,2,181,570.0895805
5.00,2,182,569.1656935
5.00,2,183,569.0470166
5.00,2,184,568.7385425
5.00,2,185,568.3590586
5.00,2,186,568.2864691
5.00,2,187,567.688809
5.00,2,188,567.6561688
5.00,2,189,567.6467779
5.00,2,190,567.5938401
5.00,2,191,567.5734062
5.00,2,192,567.542466
5.00,2,193,567.5359767
5.00,2,194,567.4770222
5.00,2,195,567.4682292
5.00,2,196,567.4358622
5.00,2,197,567.4198198
5.00,2,198,567.3993339
5.00,2,199,567.3861249
5.00,2,200,567.348036
5.00,3,1,687.8487479
5.00,3,2,686.6448435
5.00,3,3,686.4707234
5.00,3,4,686.3122212
5.00,3,5,686.1445315
5.00,3,6,685.9870586
5.00,3,7,685.8207153
5.00,3,8,685.6636029
5.00,3,9,685.498592
5.00,3,10,685.3419392
5.00,3,11,685.1782352
5.00,3,12,685.0220748
5.00,3,13,684.8596112
5.00,3,14,684.7039514
5.00,3,15,684.542657
5.00,3,16,684.3875
5.00,3,17,684.2273077
5.00,3,18,684.0726533
5.00,3,19,683.9135012
5.00,3,20,683.759348
5.00,3,21,683.6011792
5.00,3,22,683.4475249
5.00,3,23,683.2902875
5.00,3,24,683.1371287
5.00,3,25,682.980775
5.00,3,26,682.8281081
5.00,3,27,682.6725943
5.00,3,28,682.5204148
5.00,3,29,682.3657007
5.00,3,30,682.214004
5.00,3,31,682.0600527
5.00,3,32,681.9088337
5.00,3,33,681.7556111
5.00,3,34,681.6048645
5.00,3,35,681.4523396
5.00,3,36,681.3020599
5.00,3,37,681.1502037
5.00,3,38,681.0003853
5.00,3,39,680.8491714
5.00,3,40,680.6998086
5.00,3,41,680.5492126
5.00,3,42,680.4002997
5.00,3,43,680.250299
5.00,3,44,680.1018304
5.00,3,45,679.9524041
5.00,3,46,679.804374
5.00,3,47,679.655503
5.00,3,48,679.5079058
5.00,3,49,679.3595723
5.00,3,50,679.2124025
5.00,3,51,679.06459
5.00,3,52,678.9178421
5.00,3,53,678.7705355
5.00,3,54,678.624204
5.00,3,55,678.4773891
5.00,3,56,678.331469
5.00,3,57,678.1851327
5.00,3,58,678.0396188
5.00,3,59,678.0366364
5.00,3,60,677.8884433
5.00,3,61,677.726313
5.00,3,62,677.5784448
5.00,3,63,677.4181635
5.00,3,64,677.2707152
5.00,3,65,677.1121824
5.00,3,66,676.9651828
5.00,3,67,676.8082777
5.00,3,68,676.6617385
5.00,3,69,676.5063453
5.00,3,70,676.3602728
5.00,3,71,676.2062856
5.00,3,72,676.0606832
5.00,3,73,675.9080057
5.00,3,74,675.7628749
5.00,3,75,675.6114197
5.00,3,76,675.4667604
5.00,3,77,675.3164481
5.00,3,78,675.1722588
5.00,3,79,675.0230172
5.00,3,80,674.8792957
5.00,3,81,674.7310591
5.00,3,82,674.5878019
5.00,3,83,674.4405107
5.00,3,84,674.2977137
5.00,3,85,674.1513133
5.00,3,86,674.008972
5.00,3,87,673.8634128
5.00,3,88,673.7215221
5.00,3,89,673.5767587
5.00,3,90,673.4353132
5.00,3,91,673.2913042
5.00,3,92,673.1502983
5.00,3,93,673.0070059
5.00,3,94,672.8664336
5.00,3,95,672.7238232
5.00,3,96,672.5836786
5.00,3,97,672.4417184
5.00,3,98,672.3019957
5.00,3,99,672.1606566
5.00,3,100,672.0213496
5.00,3,101,671.880605
5.00,3,102,671.7417077
5.00,3,103,671.6015332
5.00,3,104,671.4630398
5.00,3,105,671.3234128
5.00,3,106,671.1853173
5.00,3,107,671.0462172
5.00,3,108,670.908514
5.00,3,109,670.7699218
5.00,3,110,670.6326052
5.00,3,111,670.4945034
5.00,3,112,670.357568
5.00,3,113,670.2199403
5.00,3,114,670.0833807
5.00,3,115,669.9462124
5.00,3,116,669.8100234
5.00,3,117,669.6733007
5.00,3,118,669.5374773
5.00,3,119,669.4011875
5.00,3,120,669.2657248
5.00,3,121,669.1298561
5.00,3,122,668.9947494
5.00,3,123,668.8592909
5.00,3,124,668.8556483
5.00,3,125,668.7056854
5.00,3,126,668.5686768
5.00,3,127,668.4202724
5.00,3,128,668.283611
5.00,3,129,668.136716
5.00,3,130,668.0004407
5.00,3,131,667.8549606
5.00,3,132,667.7190834
5.00,3,133,667.5749214
5.00,3,134,667.4394471
5.00,3,135,667.2965131
5.00,3,136,667.1614437
5.00,3,137,667.0196555
5.00,3,138,666.8849915
5.00,3,139,666.7442744
5.00,3,140,666.6100152
5.00,3,141,666.4703012
5.00,3,142,666.3364452
5.00,3,143,666.1976725
5.00,3,144,666.0642173
5.00,3,145,665.9263295
5.00,3,146,665.7932721
5.00,3,147,665.6562178
5.00,3,148,665.5235548
5.00,3,149,665.3872872
5.00,3,150,665.2550147
5.00,3,151,665.119491
5.00,3,152,664.9876047
5.00,3,153,664.8527858
5.00,3,154,664.7212812
5.00,3,155,664.5871313
5.00,3,156,664.4560039
5.00,3,157,664.3224903
5.00,3,158,664.1917353
5.00,3,159,664.0588279
5.00,3,160,663.9284406
5.00,3,161,663.7961119
5.00,3,162,663.6660874
5.00,3,163,663.534312
5.00,3,164,663.4046455
5.00,3,165,663.2734004
5.00,3,166,663.1440871
5.00,3,167,663.0133508
5.00,3,168,662.8843859
5.00,3,169,662.7541388
5.00,3,170,662.6255178
5.00,3,171,662.4957417
5.00,3,172,662.3674599
5.00,3,173,662.2381382
5.00,3,174,662.1101912
5.00,3,175,661.9813085
5.00,3,176,661.8536918
5.00,3,177,661.7252339
5.00,3,178,661.5979433
5.00,3,179,661.469897
5.00,3,180,661.3429283
5.00,3,181,661.2152815
5.00,3,182,661.0886308
5.00,3,183,660.9613721
5.00,3,184,660.8350354
5.00,3,185,660.7081545
5.00,3,186,660.5821281
5.00,3,187,660.4556153
5.00,3,188,660.3298954
5.00,3,189,660.2037416
5.00,3,190,660.0783248
5.00,3,191,659.9525218
5.00,3,192,659.8274046
5.00,3,193,659.7019444
5.00,3,194,659.5771236
5.00,3,195,659.5770109
5.00,3,196,659.4511289
5.00,3,197,659.3137673
5.00,3,198,659.1880885
5.00,3,199,659.0519507
5.00,3,200,658.9265419
5.00,4,1,811.930115
5.00,4,2,811.9150645
5.00,4,3,811.8437825
5.00,4,4,811.80025
5.00,4,5,811.6933211
5.00,4,6,811.6660372
5.00,4,7,811.6633923
5.00,4,8,811.5952974
5.00,4,9,811.591267
5.00,4,10,811.486493
5.00,4,11,811.4726051
5.00,4,12,811.4313561
5.00,4,13,811.4061184
5.00,4,14,811.3431206
5.00,4,15,811.3241802
5.00,4,16,811.3206382
5.00,4,17,811.2803617
5.00,4,18,811.2719487
5.00,4,19,811.2060058
5.00,4,20,811.1941979
5.00,4,21,811.1657137
5.00,4,22,811.1435893
5.00,4,23,811.0980328
5.00,4,24,811.0818777
5.00,4,25,811.078202
5.00,4,26,811.0468786
5.00,4,27,811.0342026
5.00,4,28,810.9837816
5.00,4,29,810.9704677
5.00,4,30,810.9684791
5.00,4,31,810.9351508
5.00,4,32,810.9309483
5.00,4,33,810.8747363
5.00,4,34,810.8650824
5.00,4,35,810.8403842
5.00,4,36,810.821352
5.00,4,37,810.7810591
5.00,4,38,810.7663606
5.00,4,39,810.762853
5.00,4,40,810.7346498
5.00,4,41,810.7221653
5.00,4,42,810.6762312
5.00,4,43,810.6633226
5.00,4,44,810.6611081
5.00,4,45,810.630289
5.00,4,46,810.6247386
5.00,4,47,810.5725047
5.00,4,48,810.5625621
5.00,4,49,810.5393374
5.00,4,50,810.519558
5.00,4,51,810.4816303
5.00,4,52,810.466775
5.00,4,53,810.4629363
5.00,4,54,810.4361872
5.00,4,55,810.4222702
5.00,4,56,810.3787128
5.00,4,57,810.3654207
5.00,4,58,810.3627761
5.00,4,59,810.3333593
5.00,4,60,810.3258744
5.00,4,61,810.2761374
5.00,4,62,810.2655679
5.00,4,63,810.2652412
5.00,4,64,810.2307662
5.00,4,65,810.214528
5.00,4,66,810.209443
5.00,4,67,810.1856082
5.00,4,68,810.167529
5.00,4,69,810.1283659
5.00,4,70,810.1141272
5.00,4,71,810.1107378
5.00,4,72,810.0831909
5.00,4,73,810.0710787
5.00,4,74,810.0260495
5.00,4,75,810.0133677
5.00,4,76,810.0111759
5.00,4,77,809.98089
5.00,4,78,809.9753025
5.00,4,79,809.9239315
5.00,4,80,809.9140225
5.00,4,81,809.8911629
5.00,4,82,809.8713509
5.00,4,83,809.8340578
5.00,4,84,809.8192205
5.00,4,85,809.8153045
5.00,4,86,809.7890207
5.00,4,87,809.7746856
5.00,4,88,809.7319965
5.00,4,89,809.718584
5.00,4,90,809.7157635
5.00,4,91,809.6869677
5.00,4,92,809.6785821
5.00,4,93,809.6301052
5.00,4,94,809.6192115
5.00,4,95,809.6185407
5.00,4,96,809.5850175
5.00,4,97,809.5839496
5.00,4,98,809.5282358
5.00,4,99,809.519135
5.00,4,100,809.4955147
5.00,4,101,809.4763608
5.00,4,102,809.43856
5.00,4,103,809.4235657
5.00,4,104,809.4194215
5.00,4,105,809.3936766
5.00,4,106,809.3794959
5.00,4,107,809.3368608
5.00,4,108,809.3239495
5.00,4,109,809.3215772
5.00,4,110,809.291934
5.00,4,111,809.2838144
5.00,4,112,809.2351929
5.00,4,113,809.223783
5.00,4,114,809.2225491
5.00,4,115,809.1902728
5.00,4,116,809.1886023
5.00,4,117,809.1337072
5.00,4,118,809.1250992
5.00,4,119,809.1010692
5.00,4,120,809.0836661
5.00,4,121,809.0443326
5.00,4,122,809.0302994
5.00,4,123,809.0269698
5.00,4,124,808.9995378
5.00,4,125,808.9874204
5.00,4,126,808.9428716
5.00,4,127,808.9301484
5.00,4,128,808.9278108
5.00,4,129,808.8980862
5.00,4,130,808.8915567
5.00,4,131,808.8415765
5.00,4,132,808.8312682
5.00,4,133,808.8309927
5.00,4,134,808.7967317
5.00,4,135,808.7806437
5.00,4,136,808.7755448
5.00,4,137,808.7520937
5.00,4,138,808.7336506
5.00,4,139,808.695488
5.00,4,140,808.6810839
5.00,4,141,808.6774132
5.00,4,142,808.6508202
5.00,4,143,808.6372186
5.00,4,144,808.594281
5.00,4,145,808.5810603
5.00,4,146,808.5782807
5.00,4,147,808.5496251
5.00,4,148,808.5410877
5.00,4,149,808.4932322
5.00,4,150,808.4822084
5.00,4,151,808.4813031
5.00,4,152,808.4485244
5.00,4,153,808.4461331
5.00,4,154,808.3921964
5.00,4,155,808.3825778
5.00,4,156,808.3597775
5.00,4,157,808.3393392
5.00,4,158,808.3032801
5.00,4,159,808.2878379
5.00,4,160,808.2832195
5.00,4,161,808.2587861
5.00,4,162,808.2422837
5.00,4,163,808.2024092
5.00,4,164,808.1886464
5.00,4,165,808.185454
5.00,4,166,808.1578838
5.00,4,167,808.1461054
5.00,4,168,808.1015686
5.00,4,169,808.0889119
5.00,4,170,808.0865407
5.00,4,171,808.0570578
5.00,4,172,808.0501248
5.00,4,173,808.0008878
5.00,4,174,807.9903764
5.00,4,175,807.9898377
5.00,4,176,807.9563249
5.00,4,177,807.9552589
5.00,4,178,807.9002133
5.00,4,179,807.8909797
5.00,4,180,807.8678923
5.00,4,181,807.8480616
5.00,4,182,807.811605
5.00,4,183,807.796346
5.00,4,184,807.7918304
5.00,4,185,807.7672676
5.00,4,186,807.7510835
5.00,4,187,807.711097
5.00,4,188,807.6974199
5.00,4,189,807.6942481
5.00,4,190,807.6667304
5.00,4,191,807.6549066
5.00,4,192,807.6106165
5.00,4,193,807.5979203
5.00,4,194,807.5954664
5.00,4,195,807.5662677
5.00,4,196,807.558831
5.00,4,197,807.5102918
5.00,4,198,807.4995724
5.00,4,199,807.4988076
5.00,4,200,807.4658959
5.00,5,1,835.8310472
5.00,5,2,835.8187227
5.00,5,3,835.7496017
5.00,5,4,835.7259383
5.00,5,5,835.6807687
5.00,5,6,835.668238
5.00,5,7,835.5618994
5.00,5,8,835.5593194
5.00,5,9,835.4928786
5.00,5,10,835.468307
5.00,5,11,835.4245974
5.00,5,12,835.4077998
5.00,5,13,835.3058375
5.00,5,14,835.3008505
5.00,5,15,835.2370186
5.00,5,16,835.2110579
5.00,5,17,835.1689062
5.00,5,18,835.1475228
5.00,5,19,835.0502376
5.00,5,20,835.0426892
5.00,5,21,834.9816231
5.00,5,22,834.9541933
5.00,5,23,834.913682
5.00,5,24,834.8874856
5.00,5,25,834.7950986
5.00,5,26,834.7848785
5.00,5,27,834.7266923
5.00,5,28,834.6977371
5.00,5,29,834.6961677
5.00,5,30,834.6331542
5.00,5,31,834.6071409
5.00,5,32,834.5653449
5.00,5,33,834.5437931
5.00,5,34,834.4472126
5.00,5,35,834.4399013
5.00,5,36,834.3788969
5.00,5,37,834.3518201
5.00,5,38,834.3112446
5.00,5,39,834.2861099
5.00,5,40,834.1932257
5.00,5,41,834.1838724
5.00,5,42,834.1250961
5.00,5,43,834.0968393
5.00,5,44,834.0958623
5.00,5,45,834.031938
5.00,5,46,834.006268
5.00,5,47,833.9643995
5.00,5,48,833.9425858
5.00,5,49,833.8467115
5.00,5,50,833.8384463
5.00,5,51,833.7786937
5.00,5,52,833.7508047
5.00,5,53,833.7500402
5.00,5,54,833.6857808
5.00,5,55,833.6606466
5.00,5,56,833.6184005
5.00,5,57,833.5985227
5.00,5,58,833.5010895
5.00,5,59,833.4942892
5.00,5,60,833.4332065
5.00,5,61,833.4063728
5.00,5,62,833.3660026
5.00,5,63,833.3406103
5.00,5,64,833.2487527
5.00,5,65,833.2388907
5.00,5,66,833.1810881
5.00,5,67,833.152506
5.00,5,68,833.1509149
5.00,5,69,833.08854
5.00,5,70,833.0622191
5.00,5,71,833.0214769
5.00,5,72,832.9966745
5.00,5,73,832.9044849
5.00,5,74,832.8942803
5.00,5,75,832.8369778
5.00,5,76,832.8079712
5.00,5,77,832.8057915
5.00,5,78,832.7446656
5.00,5,79,832.7180003
5.00,5,80,832.6777869
5.00,5,81,832.6521893
5.00,5,82,832.5610942
5.00,5,83,832.5508597
5.00,5,84,832.4937671
5.00,5,85,832.4649523
5.00,5,86,832.4629225
5.00,5,87,832.4016617
5.00,5,88,832.3748824
5.00,5,89,832.3748352
5.00,5,90,832.3096462
5.00,5,91,832.2852876
5.00,5,92,832.2429003
5.00,5,93,832.2238953
5.00,5,94,832.1267335
5.00,5,95,832.119839
5.00,5,96,832.0595019
5.00,5,97,832.0325509
5.00,5,98,832.0322891
5.00,5,99,831.9676873
5.00,5,100,831.9427878
5.00,5,101,831.9011136
5.00,5,102,831.8794365
5.00,5,103,831.7851139
5.00,5,104,831.7761213
5.00,5,105,831.7180948
5.00,5,106,831.6897298
5.00,5,107,831.6878768
5.00,5,108,831.6265078
5.00,5,109,831.600208
5.00,5,110,831.5601516
5.00,5,111,831.5345152
5.00,5,112,831.4443671
5.00,5,113,831.4336966
5.00,5,114,831.3775806
5.00,5,115,831.3484918
5.00,5,116,831.3458623
5.00,5,117,831.2861922
5.00,5,118,831.2587988
5.00,5,119,831.2578028
5.00,5,120,831.1948883
5.00,5,121,831.1695127
5.00,5,122,831.1287069
5.00,5,123,831.1054291
5.00,5,124,831.0133325
5.00,5,125,831.0037468
5.00,5,126,830.9467123
5.00,5,127,830.9182179
5.00,5,128,830.9160675
5.00,5,129,830.8556033
5.00,5,130,830.8287239
5.00,5,131,830.8281216
5.00,5,132,830.7645777
5.00,5,133,830.7396267
5.00,5,134,830.6985864
5.00,5,135,830.6761477
5.00,5,136,830.5835809
5.00,5,137,830.5742765
5.00,5,138,830.5171525
5.00,5,139,830.4888034
5.00,5,140,830.4866776
5.00,5,141,830.4263189
5.00,5,142,830.3994744
5.00,5,143,830.3987833
5.00,5,144,830.3355673
5.00,5,145,830.3105248
5.00,5,146,830.2697821
5.00,5,147,830.2466285
5.00,5,148,830.155104
5.00,5,149,830.1452676
5.00,5,150,830.0888934
5.00,5,151,830.0602399
5.00,5,152,830.057686
5.00,5,153,829.998332
5.00,5,154,829.9710488
5.00,5,155,829.9697942
5.00,5,156,829.9078505
5.00,5,157,829.8822128
5.00,5,158,829.8422874
5.00,5,159,829.8169181
5.00,5,160,829.7278969
5.00,5,161,829.716752
5.00,5,162,829.6619295
5.00,5,163,829.6325469
5.00,5,164,829.6291394
5.00,5,165,829.5716374
5.00,5,166,829.5434743
5.00,5,167,829.541216
5.00,5,168,829.4814228
5.00,5,169,829.4547272
5.00,5,170,829.4539735
5.00,5,171,829.3912557
5.00,5,172,829.3658652
5.00,5,173,829.3259199
5.00,5,174,829.300183
5.00,5,175,829.2118984
5.00,5,176,829.199902
5.00,5,177,829.1461853
5.00,5,178,829.1161376
5.00,5,179,829.1118737
5.00,5,180,829.0562325
5.00,5,181,829.027426
5.00,5,182,829.0244309
5.00,5,183,828.9663278
5.00,5,184,828.9386135
5.00,5,185,828.9366365
5.00,5,186,828.8764993
5.00,5,187,828.8501141
5.00,5,188,828.8495002
5.00,5,189,828.7867164
5.00,5,190,828.761481
5.00,5,191,828.7216595
5.00,5,192,828.6957968
5.00,5,193,828.608119
5.00,5,194,828.595859
5.00,5,195,828.5426957
5.00,5,196,828.5125046
5.00,5,197,828.5079353
5.00,5,198,828.4531254
5.00,5,199,828.4240195
5.00,5,200,828.420559
5.00,6,1,786.1260073
5.00,6,2,785.4070515
5.00,6,3,784.7418908
5.00,6,4,784.0841786
5.00,6,5,783.889351
