timestamp,sweep_type,sweep_value,SNR_dB,B_hz,K_s,M,N_RF,N,d,r_RD_m,N_MC,method,input_type,RMSE_theta_deg,RMSE_r_m,NMSE_r_dB,fail_rate_pct,runtime_s,clkl_avg_iters,clkl_conv_pct,crb_theta_deg,crb_r_m,notes
2026-05-28 20:47:52,snr,-5,-5,4e+08,16,64,8,64,1,21.2625,600,WB-BPD,X_full,0.147499,0.0723485,-31.9098,0,0.612164,,,,,
2026-05-28 20:47:52,snr,-5,-5,4e+08,16,64,8,64,1,21.2625,600,WB-P-SOMP,R_hat_cell,10.0586,1.5035,-5.55631,40.8333,0.0783623,,,,,
2026-05-28 20:47:52,snr,-5,-5,4e+08,16,64,8,64,1,21.2625,600,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-28 20:47:52,snr,-5,-5,4e+08,16,64,8,64,1,21.2625,600,WB-CL-KL,R_hat_cell,0.137255,0.072482,-31.8938,0,0.271561,8.005,100,0.0303216,0.132182,
2026-05-28 20:47:52,snr,-5,-5,4e+08,16,64,8,64,1,21.2625,600,WB-DL-OMP,X_full,0.199032,0.266427,-20.5868,1.5,0.0115468,,,,,
2026-05-28 20:49:37,snr,-2.5,-2.5,4e+08,16,64,8,64,1,21.2625,600,WB-BPD,X_full,0.146968,0.0563728,-34.077,0,0.6154,,,,,
2026-05-28 20:49:37,snr,-2.5,-2.5,4e+08,16,64,8,64,1,21.2625,600,WB-P-SOMP,R_hat_cell,7.56509,1.41911,-6.05806,36.3333,0.0846359,,,,,
2026-05-28 20:49:37,snr,-2.5,-2.5,4e+08,16,64,8,64,1,21.2625,600,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-28 20:49:37,snr,-2.5,-2.5,4e+08,16,64,8,64,1,21.2625,600,WB-CL-KL,R_hat_cell,0.134592,0.0567532,-34.0186,0,0.319175,8.00333,100,0.0211672,0.0924186,
2026-05-28 20:49:37,snr,-2.5,-2.5,4e+08,16,64,8,64,1,21.2625,600,WB-DL-OMP,X_full,0.198344,0.265566,-20.615,1.5,0.0122425,,,,,
2026-05-28 20:51:25,snr,0,0,4e+08,16,64,8,64,1,21.2625,600,WB-BPD,X_full,0.146968,0.0440047,-36.2284,0,0.608622,,,,,
2026-05-28 20:51:25,snr,0,0,4e+08,16,64,8,64,1,21.2625,600,WB-P-SOMP,R_hat_cell,6.65865,1.33896,-6.56306,32.8333,0.0839317,,,,,
2026-05-28 20:51:25,snr,0,0,4e+08,16,64,8,64,1,21.2625,600,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-28 20:51:25,snr,0,0,4e+08,16,64,8,64,1,21.2625,600,WB-CL-KL,R_hat_cell,0.134425,0.0444729,-36.1365,0,0.354455,8.17167,100,0.0151548,0.0662677,
2026-05-28 20:51:25,snr,0,0,4e+08,16,64,8,64,1,21.2625,600,WB-DL-OMP,X_full,0.19713,0.266799,-20.5747,1.5,0.0121489,,,,,
2026-05-28 20:53:17,snr,2.5,2.5,4e+08,16,64,8,64,1,21.2625,600,WB-BPD,X_full,0.147629,0.0340801,-38.4484,0,0.606778,,,,,
2026-05-28 20:53:17,snr,2.5,2.5,4e+08,16,64,8,64,1,21.2625,600,WB-P-SOMP,R_hat_cell,5.99596,1.30595,-6.7799,31,0.0836999,,,,,
2026-05-28 20:53:17,snr,2.5,2.5,4e+08,16,64,8,64,1,21.2625,600,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-28 20:53:17,snr,2.5,2.5,4e+08,16,64,8,64,1,21.2625,600,WB-CL-KL,R_hat_cell,0.133358,0.0346936,-38.2934,0,0.404403,10.6933,99.6667,0.0110991,0.0484721,
2026-05-28 20:53:17,snr,2.5,2.5,4e+08,16,64,8,64,1,21.2625,600,WB-DL-OMP,X_full,0.196973,0.265004,-20.6333,1.5,0.0121059,,,,,
2026-05-28 20:55:37,snr,5,5,4e+08,16,64,8,64,1,21.2625,600,WB-BPD,X_full,0.147946,0.0271573,-40.4207,0,0.602854,,,,,
2026-05-28 20:55:37,snr,5,5,4e+08,16,64,8,64,1,21.2625,600,WB-P-SOMP,R_hat_cell,5.07181,1.29169,-6.87521,30.5,0.0866852,,,,,
2026-05-28 20:55:37,snr,5,5,4e+08,16,64,8,64,1,21.2625,600,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-28 20:55:37,snr,5,5,4e+08,16,64,8,64,1,21.2625,600,WB-CL-KL,R_hat_cell,0.132831,0.0279913,-40.1579,0,0.658333,51.1417,84.8333,0.00821057,0.0358426,
2026-05-28 20:55:37,snr,5,5,4e+08,16,64,8,64,1,21.2625,600,WB-DL-OMP,X_full,0.197049,0.264577,-20.6474,1.5,0.0125186,,,,,
2026-05-28 20:58:07,snr,7.5,7.5,4e+08,16,64,8,64,1,21.2625,600,WB-BPD,X_full,0.14799,0.0225478,-42.0363,0,0.597449,,,,,
