timestamp,sweep_type,sweep_value,SNR_dB,B_hz,K_s,M,N_RF,N,d,r_RD_m,N_MC,method,input_type,RMSE_theta_deg,RMSE_r_m,NMSE_r_dB,fail_rate_pct,runtime_s,clkl_avg_iters,clkl_conv_pct,crb_theta_deg,crb_r_m,notes
2026-05-31 21:58:21,convergence,0,0,4e+08,16,64,8,64,1,21.2625,50,WB-BPD,X_full,0.0348851,0.0219537,-42.7123,0,0.629904,,,,,
2026-05-31 21:58:21,convergence,0,0,4e+08,16,64,8,64,1,21.2625,50,WB-P-SOMP,R_hat_cell,2.76733,4.56536,3.64708,96,0.0820325,,,,,
2026-05-31 21:58:21,convergence,0,0,4e+08,16,64,8,64,1,21.2625,50,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-31 21:58:21,convergence,0,0,4e+08,16,64,8,64,1,21.2625,50,WB-CL-KL,R_hat_cell,0.144311,4.48882,3.50021,8,0.967295,188.62,6,0.015169,0.316665,
2026-05-31 21:58:21,convergence,0,0,4e+08,16,64,8,64,1,21.2625,50,WB-DL-OMP,X_full,0.0588235,0.0676202,-32.9409,0,0.0169988,,,,,
2026-05-31 21:58:36,convergence,5,5,4e+08,16,64,8,64,1,21.2625,50,WB-BPD,X_full,0.0348851,0.0219537,-42.7123,0,0.628,,,,,
2026-05-31 21:58:36,convergence,5,5,4e+08,16,64,8,64,1,21.2625,50,WB-P-SOMP,R_hat_cell,2.76731,4.5657,3.64773,96,0.0713902,,,,,
2026-05-31 21:58:36,convergence,5,5,4e+08,16,64,8,64,1,21.2625,50,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-31 21:58:36,convergence,5,5,4e+08,16,64,8,64,1,21.2625,50,WB-CL-KL,R_hat_cell,0.125316,4.48609,3.49493,8,0.941969,192.84,4,0.00821408,0.171044,
2026-05-31 21:58:36,convergence,5,5,4e+08,16,64,8,64,1,21.2625,50,WB-DL-OMP,X_full,0.0588235,0.0676202,-32.9409,0,0.0112905,,,,,
2026-05-31 21:58:51,convergence,10,10,4e+08,16,64,8,64,1,21.2625,50,WB-BPD,X_full,0.0348851,0.0219537,-42.7123,0,0.628657,,,,,
2026-05-31 21:58:51,convergence,10,10,4e+08,16,64,8,64,1,21.2625,50,WB-P-SOMP,R_hat_cell,2.76657,4.56597,3.64823,96,0.0701798,,,,,
2026-05-31 21:58:51,convergence,10,10,4e+08,16,64,8,64,1,21.2625,50,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-31 21:58:51,convergence,10,10,4e+08,16,64,8,64,1,21.2625,50,WB-CL-KL,R_hat_cell,0.10383,4.48522,3.49324,8,0.944604,192.42,4,0.0045646,0.0950098,
2026-05-31 21:58:51,convergence,10,10,4e+08,16,64,8,64,1,21.2625,50,WB-DL-OMP,X_full,0.0588235,0.0676202,-32.9409,0,0.0111543,,,,,
2026-05-31 21:59:06,convergence,15,15,4e+08,16,64,8,64,1,21.2625,50,WB-BPD,X_full,0.0348851,0.0219537,-42.7123,0,0.626236,,,,,
2026-05-31 21:59:06,convergence,15,15,4e+08,16,64,8,64,1,21.2625,50,WB-P-SOMP,R_hat_cell,2.76657,4.56597,3.64823,96,0.0718313,,,,,
2026-05-31 21:59:06,convergence,15,15,4e+08,16,64,8,64,1,21.2625,50,WB-BF-SOMP (N/A),N/A,,,,,,,,,,
2026-05-31 21:59:06,convergence,15,15,4e+08,16,64,8,64,1,21.2625,50,WB-CL-KL,R_hat_cell,0.0921348,3.66699,1.74376,6,0.950707,193.26,4,0.00255717,0.0532182,
2026-05-31 21:59:06,convergence,15,15,4e+08,16,64,8,64,1,21.2625,50,WB-DL-OMP,X_full,0.0588235,0.0676202,-32.9409,0,0.0115967,,,,,
