SNR_dB,mc_idx,iter_idx,L_val
15.00,2,98,733.3310407
15.00,2,99,733.3084596
15.00,2,100,733.296459
15.00,2,101,733.2740386
15.00,2,102,733.2624558
15.00,2,103,733.2400234
15.00,2,104,733.2287695
15.00,2,105,733.2062513
15.00,2,106,733.1952951
15.00,2,107,733.172655
15.00,2,108,733.1619874
15.00,2,109,733.139205
15.00,2,110,733.1288259
15.00,2,111,733.1058874
15.00,2,112,733.0958008
15.00,2,113,733.0726956
15.00,2,114,733.0629076
15.00,2,115,733.0396266
15.00,2,116,733.0301443
15.00,2,117,733.0066791
15.00,2,118,732.9975105
15.00,2,119,732.973853
15.00,2,120,732.9650064
15.00,2,121,732.9411484
15.00,2,122,732.9326325
15.00,2,123,732.908566
15.00,2,124,732.9003899
15.00,2,125,732.8761067
15.00,2,126,732.8682796
15.00,2,127,732.8437712
15.00,2,128,732.8363026
15.00,2,129,732.8115605
15.00,2,130,732.80446
15.00,2,131,732.7794755
15.00,2,132,732.772753
15.00,2,133,732.747517
15.00,2,134,732.7411825
15.00,2,135,732.7156858
15.00,2,136,732.7097496
15.00,2,137,732.6839827
15.00,2,138,732.6784554
15.00,2,139,732.6524084
15.00,2,140,732.6473006
15.00,2,141,732.6209637
15.00,2,142,732.6162861
15.00,2,143,732.5896492
15.00,2,144,732.5854128
15.00,2,145,732.5584653
15.00,2,146,732.5546813
15.00,2,147,732.5274126
15.00,2,148,732.5240924
15.00,2,149,732.4964914
15.00,2,150,732.4936465
15.00,2,151,732.4657022
15.00,2,152,732.4633443
15.00,2,153,732.4350452
15.00,2,154,732.433186
15.00,2,155,732.4045205
15.00,2,156,732.4031721
15.00,2,157,732.3741282
15.00,2,158,732.3733028
15.00,2,159,732.3438684
15.00,2,160,732.3435783
15.00,2,161,732.3137409
15.00,2,162,731.9290727
15.00,2,163,731.7964919
15.00,2,164,731.3130781
15.00,2,165,731.1896272
15.00,2,166,731.1770987
15.00,2,167,731.1550143
15.00,2,168,731.1431345
15.00,2,169,731.1212122
15.00,2,170,731.1097389
15.00,2,171,731.0878085
15.00,2,172,731.076654
15.00,2,173,731.054643
15.00,2,174,731.0437762
15.00,2,175,731.0216493
15.00,2,176,731.0110611
15.00,2,177,730.9887986
15.00,2,178,730.9784888
15.00,2,179,730.9560773
15.00,2,180,730.9460498
15.00,2,181,730.9234789
15.00,2,182,730.9137396
15.00,2,183,730.8910007
15.00,2,184,730.8815564
15.00,2,185,730.8586414
15.00,2,186,730.8494999
15.00,2,187,730.8264008
15.00,2,188,730.8175702
15.00,2,189,730.7942794
15.00,2,190,730.7857681
15.00,2,191,730.7622778
15.00,2,192,730.7540945
15.00,2,193,730.7303968
15.00,2,194,730.7225506
15.00,2,195,730.6986374
15.00,2,196,730.6911374
15.00,2,197,730.6670005
15.00,2,198,730.6598561
15.00,2,199,730.635487
15.00,2,200,730.6287079
15.00,3,1,790.1335315
15.00,3,2,789.9681178
15.00,3,3,789.8857105
15.00,3,4,789.8369606
15.00,3,5,789.8195317
15.00,3,6,789.7556747
15.00,3,7,789.7128389
15.00,3,8,789.6812144
15.00,3,9,789.6283104
15.00,3,10,789.619083
15.00,3,11,789.5482296
15.00,3,12,789.5035934
15.00,3,13,789.4769075
15.00,3,14,789.420484
15.00,3,15,789.3805436
15.00,3,16,789.3426744
15.00,3,17,789.2949375
15.00,3,18,789.274406
15.00,3,19,789.2127863
15.00,3,20,789.1714777
15.00,3,21,789.137336
15.00,3,22,789.0869441
15.00,3,23,789.0737044
15.00,3,24,789.0068745
15.00,3,25,788.9630553
15.00,3,26,788.9340287
15.00,3,27,788.8793912
15.00,3,28,788.8741929
15.00,3,29,788.800395
15.00,3,30,788.754885
15.00,3,31,788.7305894
15.00,3,32,788.6726171
15.00,3,33,788.6322287
15.00,3,34,788.5958268
15.00,3,35,788.5472779
15.00,3,36,788.5288515
15.00,3,37,788.4658641
15.00,3,38,788.4242202
15.00,3,39,788.3912963
15.00,3,40,788.3402951
15.00,3,41,788.3287208
15.00,3,42,788.2608834
15.00,3,43,788.2168344
15.00,3,44,788.1887097
15.00,3,45,788.1336925
15.00,3,46,788.1295096
15.00,3,47,788.0551862
15.00,3,48,788.0096549
15.00,3,49,787.9857765
15.00,3,50,787.9278054
15.00,3,51,787.8875569
15.00,3,52,787.8513109
15.00,3,53,787.802999
15.00,3,54,787.7843624
15.00,3,55,787.721869
15.00,3,56,787.6805455
15.00,3,57,787.647341
15.00,3,58,787.5969125
15.00,3,59,787.5843007
15.00,3,60,787.517587
15.00,3,61,787.4741164
15.00,3,62,787.445124
15.00,3,63,787.3911523
15.00,3,64,787.3848968
15.00,3,65,787.3125475
15.00,3,66,787.267865
15.00,3,67,787.2424416
15.00,3,68,787.1860261
15.00,3,69,787.1465006
15.00,3,70,787.1091435
15.00,3,71,787.0620901
15.00,3,72,787.0410463
15.00,3,73,786.9808273
15.00,3,74,786.9404446
15.00,3,75,786.9055792
15.00,3,76,786.8568217
15.00,3,77,786.8407282
15.00,3,78,786.7770824
15.00,3,79,786.7349178
15.00,3,80,786.7035059
15.00,3,81,786.6518391
15.00,3,82,786.6408526
15.00,3,83,786.5726457
15.00,3,84,786.5295596
15.00,3,85,786.5009539
15.00,3,86,786.4474034
15.00,3,87,786.4421727
15.00,3,88,786.3700636
15.00,3,89,786.3247954
15.00,3,90,786.3002537
15.00,3,91,786.2432028
15.00,3,92,786.2040671
15.00,3,93,786.1668925
15.00,3,94,786.1203294
15.00,3,95,786.0996536
15.00,3,96,786.0399678
15.00,3,97,785.9994312
15.00,3,98,785.9649498
15.00,3,99,785.9161231
15.00,3,100,785.8993428
15.00,3,101,785.8361601
15.00,3,102,785.7949677
15.00,3,103,785.7625806
15.00,3,104,785.7123874
15.00,3,105,785.6999186
15.00,3,106,785.633863
15.00,3,107,785.5910224
15.00,3,108,785.5616774
15.00,3,109,785.5088688
15.00,3,110,785.5006511
15.00,3,111,785.4306571
15.00,3,112,785.3871894
15.00,3,113,785.3600312
15.00,3,114,785.3058454
15.00,3,115,785.3023211
15.00,3,116,785.2292934
15.00,3,117,785.1839246
15.00,3,118,785.1601322
15.00,3,119,785.1029863
15.00,3,120,785.0640299
15.00,3,121,785.0271817
15.00,3,122,784.9809072
15.00,3,123,784.960103
15.00,3,124,784.9010141
15.00,3,125,784.8609154
15.00,3,126,784.8261759
15.00,3,127,784.7781067
15.00,3,128,784.760171
15.00,3,129,784.6984223
15.00,3,130,784.6579492
15.00,3,131,784.6246503
15.00,3,132,784.5757215
15.00,3,133,784.5608865
15.00,3,134,784.4971911
15.00,3,135,784.4554577
15.00,3,136,784.4243862
15.00,3,137,784.3735169
15.00,3,138,784.3615787
15.00,3,139,784.2950939
15.00,3,140,784.2530688
15.00,3,141,784.2233662
15.00,3,142,784.1717378
15.00,3,143,784.1629232
15.00,3,144,784.0945688
15.00,3,145,784.0511839
15.00,3,146,784.0237771
15.00,3,147,783.9700996
15.00,3,148,783.9641111
15.00,3,149,783.8929116
15.00,3,150,783.8493522
15.00,3,151,783.8231774
15.00,3,152,783.768897
15.00,3,153,783.7659519
15.00,3,154,783.6930481
15.00,3,155,783.6480551
15.00,3,156,783.6241848
15.00,3,157,783.5677937
15.00,3,158,783.5674966
15.00,3,159,783.4917773
15.00,3,160,783.4467603
15.00,3,161,783.4239192
15.00,3,162,783.3671354
15.00,3,163,783.3281745
15.00,3,164,783.2919665
15.00,3,165,783.2458373
15.00,3,166,783.2244979
15.00,3,167,783.1662093
15.00,3,168,783.1272203
15.00,3,169,783.091636
15.00,3,170,783.045273
15.00,3,171,783.0255024
15.00,3,172,782.9664203
15.00,3,173,782.9266876
15.00,3,174,782.8923127
15.00,3,175,782.8448739
15.00,3,176,782.8263929
15.00,3,177,782.7659303
15.00,3,178,782.7262716
15.00,3,179,782.692352
15.00,3,180,782.6448342
15.00,3,181,782.6276969
15.00,3,182,782.5666625
15.00,3,183,782.5262873
15.00,3,184,782.493462
15.00,3,185,782.4449414
15.00,3,186,782.4288257
15.00,3,187,782.3665876
15.00,3,188,782.3263991
15.00,3,189,782.2938338
15.00,3,190,782.2454084
15.00,3,191,782.2303567
15.00,3,192,782.1678063
15.00,3,193,782.1269508
15.00,3,194,782.095329
15.00,3,195,782.0460072
15.00,3,196,782.031664
15.00,3,197,781.9681334
15.00,3,198,781.9275822
15.00,3,199,781.8960069
15.00,3,200,781.8469657
15.00,4,1,796.3503833
15.00,4,2,795.9301658
15.00,4,3,795.564514
15.00,4,4,795.2626349
15.00,4,5,794.9972707
15.00,4,6,794.7708491
15.00,4,7,794.5683277
15.00,4,8,794.3895916
15.00,4,9,794.2262672
15.00,4,10,794.0774907
15.00,4,11,793.9385525
15.00,4,12,793.8085322
15.00,4,13,793.6847511
15.00,4,14,793.5664533
15.00,4,15,793.4520982
15.00,4,16,793.3411283
15.00,4,17,793.2326485
15.00,4,18,793.1262707
15.00,4,19,793.1007495
15.00,4,20,792.958936
15.00,4,21,792.8258897
15.00,4,22,792.7006675
15.00,4,23,792.5809666
15.00,4,24,792.4660537
15.00,4,25,792.3546064
15.00,4,26,792.2461022
15.00,4,27,792.1397741
15.00,4,28,792.1283064
15.00,4,29,791.9829516
15.00,4,30,791.8485295
15.00,4,31,791.7216779
15.00,4,32,791.6014671
15.00,4,33,791.4859858
15.00,4,34,791.3745507
15.00,4,35,791.2660653
15.00,4,36,791.1600579
15.00,4,37,791.1585299
15.00,4,38,791.0120114
15.00,4,39,790.875703
15.00,4,40,790.748473
15.00,4,41,790.6276022
15.00,4,42,790.5122191
15.00,4,43,790.4007806
15.00,4,44,790.2926729
15.00,4,45,790.1870114
15.00,4,46,790.0833838
15.00,4,47,790.0436522
15.00,4,48,789.9075046
15.00,4,49,789.779746
15.00,4,50,789.6593002
15.00,4,51,789.5440379
15.00,4,52,789.4331789
15.00,4,53,789.3255146
15.00,4,54,789.2205147
15.00,4,55,789.1174863
15.00,4,56,789.0785441
15.00,4,57,788.942353
15.00,4,58,788.8157045
15.00,4,59,788.6957295
15.00,4,60,788.5814611
15.00,4,61,788.4712846
15.00,4,62,788.3645331
15.00,4,63,788.2602896
15.00,4,64,788.158114
15.00,4,65,788.1161721
15.00,4,66,787.9819785
15.00,4,67,787.8562417
15.00,4,68,787.7377906
15.00,4,69,787.6245039
15.00,4,70,787.5155577
15.00,4,71,787.4097582
15.00,4,72,787.3065575
15.00,4,73,787.3008003
15.00,4,74,787.1577641
15.00,4,75,787.025258
15.00,4,76,786.9018909
15.00,4,77,786.7849293
15.00,4,78,786.673375
15.00,4,79,786.565703
15.00,4,80,786.4612441
15.00,4,81,786.3591387
15.00,4,82,786.3420559
15.00,4,83,786.2019803
15.00,4,84,786.073123
15.00,4,85,785.9520482
15.00,4,86,785.8375716
15.00,4,87,785.7277897
15.00,4,88,785.6219012
15.00,4,89,785.5188418
15.00,4,90,785.4180927
15.00,4,91,785.3866423
15.00,4,92,785.2516456
15.00,4,93,785.1259596
15.00,4,94,785.0082037
15.00,4,95,784.8960422
15.00,4,96,784.78853
15.00,4,97,784.6843706
15.00,4,98,784.5829502
15.00,4,99,784.5781693
15.00,4,100,784.4366011
15.00,4,101,784.3059827
15.00,4,102,784.184727
15.00,4,103,784.0700235
15.00,4,104,783.9607756
15.00,4,105,783.8554348
15.00,4,106,783.7532865
15.00,4,107,783.6534689
15.00,4,108,783.6266983
15.00,4,109,783.4911239
15.00,4,110,783.3663684
15.00,4,111,783.2491328
15.00,4,112,783.1381672
15.00,4,113,783.0316644
15.00,4,114,782.9288081
15.00,4,115,782.828599
15.00,4,116,782.821481
15.00,4,117,782.6810161
15.00,4,118,782.5528323
15.00,4,119,782.4331303
15.00,4,120,782.3205067
15.00,4,121,782.2128933
15.00,4,122,782.1093726
15.00,4,123,782.008808
15.00,4,124,781.9106227
15.00,4,125,781.8754433
15.00,4,126,781.74395
15.00,4,127,781.6218808
15.00,4,128,781.5076827
15.00,4,129,781.3990284
15.00,4,130,781.2948999
15.00,4,131,781.1940255
15.00,4,132,781.0957667
15.00,4,133,781.0733284
15.00,4,134,780.9388851
15.00,4,135,780.8147392
15.00,4,136,780.699192
15.00,4,137,780.5896753
15.00,4,138,780.4850764
15.00,4,139,780.3839998
15.00,4,140,780.2857493
15.00,4,141,780.2740064
15.00,4,142,780.1371314
15.00,4,143,780.0113184
15.00,4,144,779.8947336
15.00,4,145,779.7845981
15.00,4,146,779.6797136
15.00,4,147,779.5785777
15.00,4,148,779.4804433
15.00,4,149,779.4769026
15.00,4,150,779.3382524
15.00,4,151,779.2112866
15.00,4,152,779.0940507
15.00,4,153,778.983596
15.00,4,154,778.8786507
15.00,4,155,778.7776282
15.00,4,156,778.679739
15.00,4,157,778.5841208
15.00,4,158,778.5414647
15.00,4,159,778.4140597
15.00,4,160,778.2967015
15.00,4,161,778.1863338
15.00,4,162,778.08163
15.00,4,163,777.9809512
15.00,4,164,777.8834782
15.00,4,165,777.788324
15.00,4,166,777.7469971
15.00,4,167,777.6198025
15.00,4,168,777.5028042
15.00,4,169,777.3928921
15.00,4,170,777.2887022
15.00,4,171,777.1885731
15.00,4,172,777.0916681
15.00,4,173,776.9970916
15.00,4,174,776.9547925
15.00,4,175,776.8284746
15.00,4,176,776.7123256
15.00,4,177,776.6032401
15.00,4,178,776.4998364
15.00,4,179,776.4004617
15.00,4,180,776.3042745
15.00,4,181,776.3024512
15.00,4,182,776.1653509
15.00,4,183,776.0404427
15.00,4,184,775.9255337
15.00,4,185,775.8175684
15.00,4,186,775.7151648
15.00,4,187,775.6167033
15.00,4,188,775.521349
15.00,4,189,775.5131371
15.00,4,190,775.378402
15.00,4,191,775.2555108
15.00,4,192,775.1422801
15.00,4,193,775.0357621
15.00,4,194,774.9345954
15.00,4,195,774.8372223
15.00,4,196,774.7428272
15.00,4,197,774.7258969
15.00,4,198,774.5942346
15.00,4,199,774.4738881
15.00,4,200,774.3627159
15.00,5,1,856.5400458
15.00,5,2,856.5083284
15.00,5,3,856.4773435
15.00,5,4,856.4456296
15.00,5,5,856.414637
15.00,5,6,856.382926
15.00,5,7,856.3519263
15.00,5,8,856.3202188
15.00,5,9,856.2892126
15.00,5,10,856.2575094
15.00,5,11,856.2264971
15.00,5,12,856.1947987
15.00,5,13,856.1637809
15.00,5,14,856.1320881
15.00,5,15,856.1010653
15.00,5,16,856.0693788
15.00,5,17,856.0383516
15.00,5,18,856.0066719
15.00,5,19,855.9756408
15.00,5,20,855.9439687
15.00,5,21,855.9129343
15.00,5,22,855.8812704
15.00,5,23,855.8502333
15.00,5,24,855.8185781
15.00,5,25,855.787539
15.00,5,26,855.7558932
15.00,5,27,855.7248525
15.00,5,28,855.6932169
15.00,5,29,855.6621753
15.00,5,30,855.6305503
15.00,5,31,855.5995083
15.00,5,32,855.5678947
15.00,5,33,855.536853
15.00,5,34,855.5052513
15.00,5,35,855.4742104
15.00,5,36,855.4426213
15.00,5,37,855.4115818
15.00,5,38,855.3800058
15.00,5,39,855.3489684
15.00,5,40,855.317406
15.00,5,41,855.2863713
15.00,5,42,855.2548232
15.00,5,43,855.2237918
15.00,5,44,855.1922585
15.00,5,45,855.1612309
15.00,5,46,855.1297129
15.00,5,47,855.0986898
15.00,5,48,855.0671878
15.00,5,49,855.0361697
15.00,5,50,855.0046841
15.00,5,51,854.9736716
15.00,5,52,854.9422029
15.00,5,53,854.9111967
15.00,5,54,854.8797455
15.00,5,55,854.848746
15.00,5,56,854.8173127
15.00,5,57,854.7863206
15.00,5,58,854.7549057
15.00,5,59,854.7239215
15.00,5,60,854.6925256
15.00,5,61,854.6615498
15.00,5,62,854.6301732
15.00,5,63,854.5992064
15.00,5,64,854.5678496
15.00,5,65,854.5368924
15.00,5,66,854.5055558
15.00,5,67,854.4746087
15.00,5,68,854.4432927
15.00,5,69,854.4123562
15.00,5,70,854.3810612
15.00,5,71,854.3501358
15.00,5,72,854.3188622
15.00,5,73,854.2879485
15.00,5,74,854.2566966
15.00,5,75,854.2257951
15.00,5,76,854.1945652
15.00,5,77,854.1636763
15.00,5,78,854.132469
15.00,5,79,854.1015931
15.00,5,80,854.0704085
15.00,5,81,854.0395463
15.00,5,82,854.0083847
15.00,5,83,853.9775365
15.00,5,84,853.9463983
15.00,5,85,853.9155645
15.00,5,86,853.8844499
15.00,5,87,853.853631
15.00,5,88,853.8225403
15.00,5,89,853.7917367
15.00,5,90,853.7606702
15.00,5,91,853.7298823
15.00,5,92,853.6988401
15.00,5,93,853.6680684
15.00,5,94,853.6370508
15.00,5,95,853.6062955
15.00,5,96,853.5753027
15.00,5,97,853.5445642
15.00,5,98,853.5135964
15.00,5,99,853.4828751
15.00,5,100,853.4519326
15.00,5,101,853.4212288
15.00,5,102,853.3903115
15.00,5,103,853.3596256
15.00,5,104,853.3287338
15.00,5,105,853.298066
15.00,5,106,853.2671999
15.00,5,107,853.2365505
15.00,5,108,853.2057101
15.00,5,109,853.1750796
15.00,5,110,853.144265
15.00,5,111,853.1136534
15.00,5,112,853.0828648
15.00,5,113,853.0522725
15.00,5,114,853.0215099
15.00,5,115,852.9909371
15.00,5,116,852.9602007
15.00,5,117,852.9296476
15.00,5,118,852.8989373
15.00,5,119,852.8684042
15.00,5,120,852.8377201
15.00,5,121,852.8072072
15.00,5,122,852.7765493
15.00,5,123,852.7460568
15.00,5,124,852.7154251
15.00,5,125,852.6849531
15.00,5,126,852.6543478
15.00,5,127,852.6238964
15.00,5,128,852.5933174
15.00,5,129,852.5628869
15.00,5,130,852.5323341
15.00,5,131,852.5019246
15.00,5,132,852.4713981
15.00,5,133,852.4410097
15.00,5,134,852.4105094
15.00,5,135,852.3801422
15.00,5,136,852.3496681
15.00,5,137,852.3193223
15.00,5,138,852.2888742
15.00,5,139,852.2585499
15.00,5,140,852.2281279
15.00,5,141,852.1978251
15.00,5,142,852.167429
15.00,5,143,852.1371478
15.00,5,144,852.1067777
15.00,5,145,852.0765181
15.00,5,146,852.0461739
15.00,5,147,852.015936
15.00,5,148,851.9856174
15.00,5,149,851.9554013
15.00,5,150,851.9251084
15.00,5,151,851.894914
15.00,5,152,851.8646466
15.00,5,153,851.834474
15.00,5,154,851.804232
15.00,5,155,851.7740812
15.00,5,156,851.7438645
15.00,5,157,851.7137355
15.00,5,158,851.683544
15.00,5,159,851.6534368
15.00,5,160,851.6232703
15.00,5,161,851.5931848
15.00,5,162,851.5630432
15.00,5,163,851.5329794
15.00,5,164,851.5028625
15.00,5,165,851.4728205
15.00,5,166,851.4427282
15.00,5,167,851.4127078
15.00,5,168,851.38264
15.00,5,169,851.3526412
15.00,5,170,851.3225976
15.00,5,171,851.2926204
15.00,5,172,851.2626009
15.00,5,173,851.2326452
15.00,5,174,851.2026496
15.00,5,175,851.1727153
15.00,5,176,851.1427435
15.00,5,177,851.1128306
15.00,5,178,851.0828824
15.00,5,179,851.0529907
15.00,5,180,851.0230659
15.00,5,181,850.9931954
15.00,5,182,850.9632938
15.00,5,183,850.9334443
15.00,5,184,850.9035658
15.00,5,185,850.8737373
15.00,5,186,850.8438817
15.00,5,187,850.8140741
15.00,5,188,850.7842411
15.00,5,189,850.7544543
15.00,5,190,850.7246438
15.00,5,191,850.6948776
15.00,5,192,850.6650894
15.00,5,193,850.6353437
15.00,5,194,850.6055776
15.00,5,195,850.5758523
15.00,5,196,850.5461082
15.00,5,197,850.5164032
15.00,5,198,850.4866807
15.00,5,199,850.4569959
15.00,5,200,850.4272949
15.00,6,1,797.8673028
15.00,6,2,797.5528322
15.00,6,3,797.4601805
15.00,6,4,797.1429645
